,target,feature_4,feature_5,feature_7,feature_11,feature_16,feature_19,feature_25,feature_26
116,0,-0.5966858,-0.8851466,-1.3289375,-1.4887624,-1.0603024,0.0077140094,1.1130192,-1.0124955
117,0,-0.6964707,1.4757886,-0.6497572,0.276154,-0.5434989,-1.257602,0.18664366,-0.01573105
118,0,0.6309176,0.873416,-0.19261158,-0.2791022,0.28344923,-0.06522813,-0.7109281,-0.7473517
119,0,0.08962518,-2.2930665,-0.99928623,0.22902943,-1.9668528,-0.5747904,0.35557833,-1.0224512
120,0,-0.44993073,-1.546196,-0.9243711,0.56686866,-0.6897551,-0.06886191,-1.6291921,-0.56769586
121,0,0.67513263,0.9473462,0.4718037,0.26066113,-0.14901002,-0.7142452,1.5963997,-0.76170284
122,0,-0.06426755,-0.41982326,-1.5680203,-0.92639387,-1.3702465,-0.31863686,-0.7685174,-0.77891976
123,0,-1.8405336,-0.5435914,1.1814913,1.0887523,-0.8733189,0.4194689,2.1694658,-1.3128488
124,0,-0.55020064,-2.964518,-1.4690571,-0.30845046,-0.081490494,-0.7973712,-0.63872695,-0.12703913
125,1,-0.582063,-0.34969825,-2.2027497,0.2078711,-2.018411,0.27194193,-0.13798133,-0.19287914
126,0,1.1839011,-0.72699475,1.363546,-0.11280352,-0.119966425,0.14795302,-0.061958954,-0.7737951
127,0,0.1984417,0.19786955,0.3734442,-0.87344825,0.3510299,0.092002,-1.5136799,0.04031035
128,0,-0.77752614,1.5111189,-1.382987,0.38781622,-1.3936886,-0.90850466,0.031788155,0.51084006
129,0,-0.593202,1.0919883,-0.46072873,0.38530385,-0.07858466,-0.19586198,0.13463913,-1.0081936
130,0,1.8481147,0.2700347,0.7806698,1.0900742,1.4305472,0.55372125,1.0162209,-0.107754804
131,0,0.77014583,0.16402674,0.36805034,-0.11623607,1.0003458,1.247148,0.98827815,-0.7356931
132,0,-0.20871802,-0.59213495,-1.4627746,0.18873748,-1.5695256,-0.007769139,-0.12208947,0.44008443
133,0,-0.15388365,1.1732824,-0.17185771,0.42640954,-1.3765857,-0.8442141,-0.32834122,-0.6931944
134,0,-1.2961241,0.09241638,1.2262887,-0.4816272,-0.30171221,-0.5423241,-0.74930114,0.45079222
135,0,0.85811806,-0.17823671,-1.4024321,0.67185366,1.2429216,0.8907751,-0.5789213,-0.61899275
136,0,0.100188054,-0.71541584,-0.20993204,-1.1362817,0.21629128,-0.08667524,0.3907339,-0.870828
137,0,-0.8513214,0.34093726,1.903507,-0.42334592,-0.46733254,-0.29365394,1.3923254,-0.17695045
138,0,-1.0084244,1.0254643,-0.8159248,-0.20858707,-2.0231416,-1.0211902,0.28436357,-0.30497223
139,0,1.1182957,0.94318616,0.45973027,-0.42109498,1.7735296,0.8422241,-1.5370432,-0.6392753
140,0,0.9075934,-1.2247915,-0.018348347,0.61204237,-0.014656679,-0.089589834,-0.51489794,0.14312284
141,0,0.3644096,-0.1853216,0.6338834,0.5972477,-0.010942221,-0.65719146,-0.55194753,-0.26180577
142,0,-1.255843,-0.75428694,-0.8182985,-1.6511462,-1.2798048,-0.5303545,0.37699953,0.40144086
143,0,1.4591087,0.644009,0.44155386,1.206517,0.40841419,0.7198953,-0.48125875,0.5418886
144,0,1.6240306,1.262243,1.2831177,0.7769192,0.68424886,0.9099726,-1.255855,0.2431851
145,0,0.5706555,-0.43613482,-1.2767458,1.2438697,0.3860197,0.13376223,0.2850783,-0.9390881
146,0,-1.2757888,-0.45961034,-0.8461969,-0.23242581,-0.39489648,0.1533763,-0.508615,0.2729598
147,0,-0.4468657,2.0537162,0.50428736,-1.2740704,-0.33134925,-0.8441317,0.2687221,-1.5019002
148,0,0.5818391,1.4115752,-0.13360806,-0.4752028,-0.23463355,0.6676738,-0.026277049,-0.89142036
149,0,0.76577926,2.4983175,-0.17999192,1.3446568,0.35033876,-0.0027817318,1.288853,0.38996252
150,0,-0.34425092,0.7079058,-0.6321475,-0.7169013,-1.2333444,-1.6733283,-0.34207925,-1.2660016
151,0,1.833188,0.022227319,0.74806106,0.49851754,0.4912829,0.831043,0.3044234,-2.1365683
152,0,-1.6127721,0.83426315,0.9774686,1.482536,-0.5247148,-1.0621496,0.23500639,0.12484889
153,0,-0.9441016,-2.0944486,1.4714751,0.1721648,0.2302291,-1.1666756,1.8157032,-0.4287266
154,0,-0.030662548,0.56483555,-0.36744696,0.08567848,-0.20268184,0.6257733,-0.54274046,-0.99869585
155,0,0.2884451,-0.16284055,0.18988834,1.30308,0.7032373,-0.5685609,-2.0428586,0.12861642
156,0,-1.0220584,-1.4663037,-1.2661823,-0.8859174,-0.7867746,-2.406847,-0.6782437,-1.467512
157,0,0.22937866,1.8049213,0.81561214,-0.121866494,0.07195216,-0.34402803,1.2950021,-1.3734463
158,0,-0.76470965,0.05739278,1.0240518,0.57076764,-1.6894143,-0.073563665,0.64216644,-0.22262594
159,0,-0.9285172,0.15828234,-0.93215865,-0.60398835,-0.50918883,-0.890052,0.064713314,0.29430968
160,0,-0.8009098,1.3634499,0.789998,-0.35426056,-0.103591815,-0.016674953,1.068982,-0.9952758
161,0,-0.6813631,-1.5140322,-0.98519766,-0.8474815,-0.88541913,-0.24020946,-1.1967149,-0.7370385
162,0,0.8317382,-0.95950466,0.07578775,0.26342064,-0.29675055,-0.679215,-0.6740919,0.24702236
163,0,-1.9259691,-1.7119155,-1.5988977,0.24388328,-1.81495,-0.9570519,-0.45096362,-0.32269087
164,0,0.7861536,0.9130742,0.22252084,-0.37745333,0.23913698,-0.48100466,-0.13945392,-0.71640366
165,0,-0.69148105,0.6590059,0.17763865,0.48724824,-0.82932913,-0.4533165,-1.0491729,0.17075585
166,0,-0.2219207,-0.45602155,0.22137123,-0.4840454,-0.5870776,-0.35370472,-1.6593872,-1.8105615
167,0,0.086332716,0.91889375,2.6010523,1.616135,-0.6410007,0.078498304,-1.710889,-0.80252826
168,0,-0.4958581,-0.84477437,-0.21464941,-1.4753487,-0.27960464,0.5577663,-0.57187355,0.07680566
169,0,0.6657238,-0.5039135,1.2368982,0.7444464,1.2376193,0.80148196,-0.13422194,-0.27506685
170,0,-0.13878703,1.1420727,-0.16679518,0.114997804,-0.5107619,-0.07130428,-0.54897714,-0.45589662
171,0,0.043211207,1.1594559,1.4701275,-0.059098173,-1.5824198,-1.107653,-0.12543225,-0.7208259
172,0,-0.9805096,0.36033347,-1.0449253,0.27297074,-1.0010084,-1.7728252,0.029284678,-0.20397651
173,0,1.2541857,-0.91065073,-0.4606707,-0.1333251,0.027704654,-0.24579206,-0.72036386,-0.2779236
174,0,1.6462499,0.18714005,-0.28590894,-0.45973343,0.16173384,0.8854462,0.0149628995,0.018472143
175,0,1.7303712,0.9304782,0.29833907,-0.7720927,0.6522748,-0.054312177,-0.51975596,-1.4533211
176,0,-1.6447387,-0.7383996,-0.7870419,0.025371322,-0.5333529,-0.5533489,-0.6299794,-0.19591546
177,0,-0.6761388,0.25586912,-0.30668113,-1.1597949,-1.277712,-0.88475484,-1.0577319,-2.108716
178,0,0.17432427,-0.3734437,0.027382039,1.9044203,-0.15581015,0.2774909,-1.0311054,-0.118989855
179,0,-0.38513818,-0.81447273,-1.3834223,-1.0544912,-0.5338601,0.14045793,1.0344827,-0.16453223
180,0,0.5323025,-1.3562135,-0.61767644,-0.6457972,0.45491168,0.7771233,0.07325057,0.52384716
181,0,0.47941563,-0.9445146,-0.04028037,-1.4622298,-0.18855634,0.19653326,-1.9512067,-1.0033722
182,0,-2.008744,1.749589,0.46070355,-1.8633968,-1.0683168,-0.3158547,1.2475029,-0.5328268
183,0,0.40784475,-0.33016935,0.32419422,-1.0184425,-0.09799262,-0.9843595,-0.21473871,-0.6263541
184,0,-0.18263133,-1.9129376,-0.12339068,-0.042964607,-1.5459495,-1.3593833,0.4657488,-2.5106838
185,0,-0.18853861,-0.6230452,-1.0388116,-0.39091182,-0.4599168,0.44889566,0.052362934,-0.26539677
186,0,0.40055904,1.2786945,0.9755606,0.8347924,1.5975723,1.363256,1.9796232,-0.28742814
187,0,-0.32792667,0.3283225,-0.6113401,-0.40872562,-0.6718326,-1.6926676,-0.7859216,-1.0679163
188,0,0.4612153,-0.2480248,0.9463138,-1.0942653,1.992448,1.1074138,1.2453175,-0.32056683
189,0,1.0988288,0.87075543,0.1138948,0.5638493,0.7941705,0.35961908,0.081659414,-1.2231411
190,0,-0.68284434,1.0883095,-0.098811686,0.30982405,-0.35757723,-0.30047512,1.4146719,0.23262733
191,0,-0.37163532,1.4810131,-0.48302588,-0.39373115,-0.08568608,0.7509878,0.6566512,-0.8624903
192,0,0.38879845,0.8924232,-0.22800404,1.3481953,0.46381184,-0.317753,-1.1464747,0.45535275
193,0,-0.6103235,0.41372445,2.5565567,1.331574,-0.29597005,-1.6530323,-0.9799429,0.13551424
194,0,-0.2757584,0.7002977,0.2505181,-1.1341661,-0.77959085,-0.5180552,-0.4938442,-0.7329784
195,0,-0.40652752,0.90576893,0.22278167,0.9631309,-0.949183,0.14117436,-0.50223005,-0.3067238
196,0,-0.59326935,-1.152209,-0.65677875,-0.28185666,-1.3163726,-0.1679115,1.1228163,-0.20763014
197,0,-1.7084666,-1.2021254,0.20226057,1.6737807,-1.6190219,0.021041604,0.050115872,-0.25504065
198,0,0.36633423,-0.85777885,0.23059328,-0.44249862,0.19552636,-0.59012777,0.8533291,-2.4405396
199,0,-0.5812331,-1.2763451,-1.2251818,0.4647166,-0.533939,-1.3715137,-0.6170012,-1.2882907
200,0,0.22168547,0.5683477,0.9383675,-1.4178867,0.43828303,-0.48711407,0.1389795,0.37911904
201,0,0.09381675,0.29697633,0.8045286,0.7712155,-0.12786648,-0.07689127,0.3071645,-1.140058
202,0,-0.42347404,-0.72824305,-0.6417478,-0.55388886,-1.3110284,-1.0681137,-0.688565,-0.007320873
203,0,-0.31315953,-1.2329088,-0.9396414,0.44331342,-0.7134306,0.3329561,-1.1891292,0.362211
204,0,1.6531518,0.047173075,0.92121875,0.3919843,1.2598106,0.34070137,0.12770253,-0.94347304
205,0,1.3512535,0.37209746,0.79163986,0.06675835,0.7284544,0.066083595,-1.2753929,0.455072
206,0,-0.13216418,0.8359269,-1.2234473,-1.7464439,-0.50902194,-0.7263802,-0.44215536,0.21675193
207,0,1.7165294,1.0861251,0.68069476,-0.01890453,1.0392582,1.668187,-0.3686157,-1.5019659
208,0,-0.8010566,-1.349323,-0.9213338,1.0745832,-0.85339427,-0.32396868,0.07764609,-0.16945817
209,0,2.2849467,3.0917099,1.5131073,-0.8586909,0.77557844,1.9432466,2.0463245,-0.40582603
210,0,-1.4267476,-0.86125964,-1.3484848,-0.9460786,-1.1794677,-0.14574404,1.0350257,-1.4374313
211,0,-0.69309324,-0.37006742,-0.9622926,0.8002279,-1.9834586,-1.3263485,0.18568696,0.25406015
212,0,2.353313,0.32248625,0.4761342,-1.4139742,2.0150375,1.6090387,-2.2431219,-0.23426625
213,0,-2.3043232,-0.34687406,-1.4933623,0.6769656,-0.586124,-0.08258473,0.103764124,0.5006239
214,0,-0.31556752,0.6948788,-0.6629377,1.0634717,-1.2166624,-1.4047171,-0.037767947,-0.9188154
215,0,0.4489885,0.0789337,0.56313396,0.8627698,0.782013,0.27567026,1.3216344,-1.425929
216,0,-0.94567126,0.04292678,-0.32485336,-0.30722633,-1.5863165,-1.226425,-0.93165547,0.085842505
217,0,2.266204,0.88603985,1.3298391,-0.5067263,1.2270082,0.52859205,0.60934806,-2.0927289
218,0,0.65018386,0.47034127,0.49036133,-1.4085715,-0.11037026,-0.08847696,0.27979052,-2.230014
219,0,0.3759572,0.40962234,0.19243641,-2.7659984,-0.18873222,0.2899948,0.7892819,-1.3996714
220,0,0.6750956,0.68050486,-0.25780007,-2.2040415,-0.10512893,0.031763155,-1.0087006,0.023003574
221,0,-1.1880854,-0.32030755,0.72680014,0.058435075,-0.2507598,-1.148375,1.5127116,0.09301384
222,0,0.57897896,-0.21554552,1.0528407,1.019039,0.38930455,0.5902282,0.10047671,-0.952179
223,0,-0.6908791,-0.0115371505,-0.0030042396,0.9009648,-0.79742265,-2.5732255,0.8177306,-1.2573272
224,0,0.39239904,0.9067164,0.16678059,0.6444434,1.1290572,-0.2619054,0.5705344,-1.1894214
225,0,-0.71375465,-0.24767233,-0.5647764,-1.6103448,-1.4554135,0.21244076,-1.2992519,0.05237299
226,0,-0.17729203,1.6647078,-1.256475,0.69142646,-0.8351148,-1.8543046,-0.34058914,-1.979845
227,0,-0.836139,-2.0068305,-1.4654095,0.1490319,-0.5232235,-0.8029045,-0.14638856,-1.3533605
228,0,0.37521902,-0.35975713,0.9601095,-1.3886522,0.036109205,-0.5456163,-0.82380205,-0.61498934
229,0,0.57210755,0.023539152,0.19987786,-1.2610341,0.03228108,0.5469097,0.09775301,-1.0609217
230,0,-1.6566491,-1.6769074,0.0058184196,-0.2936997,-1.246136,-0.85712594,-0.8253815,-1.3211073
231,0,-0.114364,-1.0179322,0.26285756,0.24145731,-0.74508864,-0.16898236,0.18001582,-1.014076
232,0,0.7523817,0.84541965,0.33394888,-0.43920532,0.68490326,0.56848115,0.16219305,0.44295207
233,0,-0.9042374,-0.31023026,0.7891204,1.8813939,-1.3227146,-1.041338,-0.25885192,-0.8494833
234,0,-1.3671135,-0.96358246,0.64562106,1.1318866,-0.28252983,-0.5357986,0.24576756,-0.17211811
235,0,0.6649826,0.34510225,0.6246098,1.7665756,0.3133206,0.84524864,2.4934623,-0.42636845
236,0,-1.263314,-1.440245,-1.5615458,-1.4513732,-0.7553674,-2.7620742,-0.042418238,0.45075798
237,0,-0.01305775,0.6218052,-0.4239999,0.44037795,-0.11851681,0.14720264,-0.27074307,0.53388953
238,0,-0.26191586,-0.16282582,-0.1971139,0.06848846,-1.2083772,-0.088646844,-1.7800153,-0.8990161
239,0,1.0999991,1.0752993,0.9850414,-0.39415595,0.5519195,1.242462,1.4988414,-1.3102956
240,0,-0.8581175,-0.17611296,0.5952509,-0.94850725,0.29873687,0.81030846,0.051534683,-0.95590186
241,0,0.54631543,-0.70736456,0.34697917,-0.169031,0.12975204,1.0577257,-1.846087,0.082038835
242,0,0.08606864,-0.12041358,-1.3269808,-2.169152,-0.38246423,-2.2023013,-0.37108022,-1.8855754
243,0,-0.4500402,1.2287493,0.18068421,-0.5854401,-1.4497224,0.1713537,0.67932683,0.09500818
244,0,-0.7298706,-0.40947694,-0.56997603,-0.77367324,-2.4978654,0.13751525,-1.7972238,-0.67410046
245,0,-0.9852293,-0.04232777,-1.1745831,0.38637853,-0.5970287,-1.9553761,-0.7454091,-0.71500564
